id,url,user_name,screen_name,text,label
1239197249814620000,https://t.co/nbJP5DJNwm,COVID-19-Research,covid_19_RS,"Worth a read:
More evidence for #COVID19 treatment with #chloroquine.
#coronavirus #SARSCoV2

https://t.co/nbJP5DJNwm",
1239159722974020000,https://t.co/uPfE6pYjI8,COVID-19-Research,covid_19_RS,It is shown that there is a novel route for #coronavirus to enter host cells. CD147-spike protein binds to receptor… https://t.co/uPfE6pYjI8,
1239007357612560000,,COVID-19-Research,covid_19_RS,"RT @pavitrarc: We uploaded another batch of 7 WA state genomes last night, up on @nextstrain today. Two sequences don't cluster with the la…",
1239005975371280000,https://t.co/iP2TTSyT6K,COVID-19-Research,covid_19_RS,"Vitamin D supplementation to prevent acute respiratory tract infections
https://t.co/iP2TTSyT6K",
1238948333466630000,https://t.co/EtaEfUP7kV,COVID-19-Research,covid_19_RS,"🚨 Important:

No reinfection with #SARSCoV2 in rhesus monkeys:
#coronavirus #COVID19
https://t.co/EtaEfUP7kV",
1238587951556310000,,COVID-19-Research,covid_19_RS,"RT @EricTopol: The dire #COVID19 situation in Italy where ~20% (350) of health professionals have been infected, some deaths, and projectio…",
1238576984361440000,,COVID-19-Research,covid_19_RS,RT @DrEricDing: WORLDWIDE TESTING DATABASE: really great resource that keeps up to date on #COVID19 tests 🧪 run in each country. I prefer t…,
1238574319070060000,https://t.co/ikZXyL02Ie,COVID-19-Research,covid_19_RS,Results like a wheel of fortune? #coronavirus #testing #COVID19 https://t.co/ikZXyL02Ie,
1238207618738500000,https://t.co/VZSFBLSMvj,COVID-19-Research,covid_19_RS,"Human monoclonal antibody blocks infection with SARS-CoV2
#coronavirus #COVID19 #SARSCoV2
https://t.co/VZSFBLSMvj",
1237541684088460000,https://t.co/VBUYBJfwlq,COVID-19-Research,covid_19_RS,"Very promising results for possible #COVID19 treatment.

#coronavirus
https://t.co/VBUYBJfwlq",
1236772103459870000,,COVID-19-Research,covid_19_RS,"RT @medrxivpreprint: Exploring diseases/traits and blood proteins causally related to expression of ACE2, the putative receptor of 2019-nCo…",
1236640943954150000,,COVID-19-Research,covid_19_RS,"RT @jschoggins: It finally out! LY6E inhibits coronavirus, including SARS-CoV-2 (COVID-19) in vitro and mouse coronavirus in vivo. Our mass…",
1236286885422660000,https://t.co/MePfCd6OKt,COVID-19-Research,covid_19_RS,"RT @EricTopol: Mitigating the spread of #COVID19, an important new paper @ScienceMagazine https://t.co/MePfCd6OKt via @hholdenthorp https:/…",
1236277716871240000,https://t.co/Io68KfWGww,COVID-19-Research,covid_19_RS,"Never underestimate an exponential growth...
#covid19 #coronavirus https://t.co/Io68KfWGww",
1236235284204970000,https://t.co/dyVzQDaF2t,COVID-19-Research,covid_19_RS,"This is undervalued in the  discussion so far. Essential topic. #covid19 #coronavirus

https://t.co/dyVzQDaF2t",
1236226230241890000,https://t.co/Nu3QSINr7Y,COVID-19-Research,covid_19_RS,"A neuroinvasive potential of SARS-CoV2 could mean that there is a persistent infection with #coronavirus 

https://t.co/Nu3QSINr7Y",
1236084429875010000,,COVID-19-Research,covid_19_RS,=@Infragreen2 The virus uses this protein to enter The cell.,
1236080258849390000,https://t.co/asjX5TP3mD,COVID-19-Research,covid_19_RS,"Calling #COVID19 a lung disease might not describe the full spectrum. As studies suggest, more organ systems could… https://t.co/asjX5TP3mD",
1236007794400210000,https://t.co/EFnFJTTjKu,COVID-19-Research,covid_19_RS,"RT @TheLancetInfDis: Editorial @TheLancet, #COVID19: too little, too late? https://t.co/EFnFJTTjKu",
1235154146120130000,https://t.co/l6AaH8aXT4,COVID-19-Research,covid_19_RS,"Lymphopenia predicts disease severity of #COVID19
#coronavirus
https://t.co/l6AaH8aXT4",
1235149283202150000,,COVID-19-Research,covid_19_RS,"RT @medrxivpreprint: Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality, China: a…",
1234571834038930000,https://t.co/7FK9bglA50,COVID-19-Research,covid_19_RS,RT @thelonevirologi: Singapore claims first use of antibody test to track coronavirus infections https://t.co/7FK9bglA50,
1234567436785080000,https://t.co/NrAuI0veRG,COVID-19-Research,covid_19_RS,"RT @Laurie_Garrett: Now @FEMA is readying for #COVID19
 https://t.co/NrAuI0veRG",
1234556992905240000,https://t.co/dyVzQDaF2t,COVID-19-Research,covid_19_RS,"Lymphopenia, reinfection... 🤔
#covid19 #coronavirus

https://t.co/dyVzQDaF2t",
1234554245694790000,,COVID-19-Research,covid_19_RS,"RT @JuddLegum: BREAKING: The CDC has stopped disclosing the number of Americans tested for coronavirus. 

On the left is how the website lo…",
1233795284632850000,,COVID-19-Research,covid_19_RS,"RT @koryodynasty: South Korea has gone through over 10,000 COVID-19 tests today. People who have any slightest of symptoms (or not) can eve…",
1233144959349420000,,COVID-19-Research,covid_19_RS,"RT @kevinpurcell: Genomic variations of COVID-19 suggest multiple outbreak sources of transmission | medRxiv

This is the paper that appear…",
1231602006382510000,,COVID-19-Research,covid_19_RS,RT @McLellan_Lab: Fantastic that @sciencemagazine was able to get our manuscript online only days after @biorxivpreprint. Congratulations t…,
1230873561235170000,,COVID-19-Research,covid_19_RS,"RT @UQ_News: COVID-19 VACCINE UPDATE:

The long days in the lab have paid off. 

A #UQ team has met a key milestone in their fast-tracked r…",
1230607761404190000,,COVID-19-Research,covid_19_RS,RT @hkumed: High-res Image: Pseudo-colour scanning electron micrograph of SARS-CoV-2 grown in culture from a patient isolate. After 24 hour…,
1230591691591210000,,COVID-19-Research,covid_19_RS,RT @NEJM: Correspondence: SARS-CoV-2 Viral Load in Upper Respiratory Specimens of Infected Patients #COVID19 #SARSCoV2,
1230590845600090000,,COVID-19-Research,covid_19_RS,"RT @HelenBranswell: 24 African countries can now test for #COVID19, @WHOAFRO says. https://t.co/MEhMaU6kmO",
1230587692653650000,https://t.co/arYT2iJ2NI,COVID-19-Research,covid_19_RS,"Enteric involvement of #coronavirus

https://t.co/arYT2iJ2NI",
1230585817506160000,https://t.co/con3O9JAHW,COVID-19-Research,covid_19_RS,update for #coronavirus https://t.co/con3O9JAHW,
1230585177849700000,https://t.co/lmuTvvSJgG,COVID-19-Research,covid_19_RS,#covid19 https://t.co/lmuTvvSJgG,
1230059197536060000,https://t.co/TvvXsE1ynz,COVID-19-Research,covid_19_RS,"RT @MRGualano: Today... Just released: online course #coronavirus #COVID2019 for PH professionals by @ECDC_EU 
https://t.co/TvvXsE1ynz",
1229854311267670000,,COVID-19-Research,covid_19_RS,"RT @JeremyFarrar: A critical thread, please read pre-print prior to publication. Evidence for The Proximal Origin of SARS-CoV-2 - clear evi…",
1229635885286730000,https://t.co/7cF1edwSk3,COVID-19-Research,covid_19_RS,"Pathological findings of COVID-19 associated with acute respiratory distress syndrome
#covid19 #coronavavirus

https://t.co/7cF1edwSk3",
1229527723359580000,https://t.co/0GDT0c0M5b,COVID-19-Research,covid_19_RS,"Substantial undocumented infection facilitates the rapid dissemination of novel coronavirus (COVID-19)
#covid19… https://t.co/0GDT0c0M5b",
1229522481859480000,,COVID-19-Research,covid_19_RS,"RT @trvrb: This shows that at a whole genome level, these pangolin viruses are closely related to the #COVID19 epidemic, but outgroup relat…",
1229516214709500000,,COVID-19-Research,covid_19_RS,RT @EckerleIsabella: Best read of the day on #SARSCoV2 #COVID19 with some high resolution insight into the characteristics of the virus: Th…,
1229515931912670000,,COVID-19-Research,covid_19_RS,"RT @PEPperCHIP: Screen the full #2019nCoV proteome to identify, profile, &amp; compare specific IgG &amp; IgM antibody responses against #COVID19 i…",
1229515661010920000,https://t.co/6qIuHmPO6N,COVID-19-Research,covid_19_RS,"#coronavirus infections among medics more widespread than reported, study finds.
#covid19 https://t.co/6qIuHmPO6N",
1229506629546230000,https://t.co/Uf7sFiXIY4,COVID-19-Research,covid_19_RS,"Estimation of the risk of death.
#coronavirus #covid19
https://t.co/Uf7sFiXIY4",
1229501002660920000,,COVID-19-Research,covid_19_RS,"RT @angie_rasmussen: Here is an author of the paper on origins of #SARSCoV2 #COVID19 #coronavirus, expressly discussing the evidence agains…",
1229477655709440000,https://t.co/LLfFFVV6hD,COVID-19-Research,covid_19_RS,"Estimating underdetection of internationally imported COVID-19 cases...

https://t.co/LLfFFVV6hD",
1229477037808720000,,COVID-19-Research,covid_19_RS,"RT @reustle: With the COVID-19 Coronavirus spreading around Japan, information has been sparse and not readily available in English.

I've…",
1229476746145270000,,COVID-19-Research,covid_19_RS,"RT @Covid19_Updates: China releases #COVIDー19 study chronicling 44000+ cases. Morbid humor aside, this illustrates the need to protect elde…",
1229475986577720000,https://t.co/qTqUnUwOpy,COVID-19-Research,covid_19_RS,RT @WHO: @DrTedros The full briefing on #COVID19 by @DrTedros 👇https://t.co/qTqUnUwOpy,
1229475224502090000,https://t.co/UYbjKgKHEu,COVID-19-Research,covid_19_RS,"ACE2 Expression in Kidney and Testis May Cause Kidney and Testis Damage After 2019-nCoV Infection

https://t.co/UYbjKgKHEu",
1273249200864660000,https://t.co/TiinX0ZZ3u,ResearchGate,ResearchGate,"Looking back at the #COVID19 research community launch date, it’s thrilling to see that it already has more than 47… https://t.co/TiinX0ZZ3u",
1272805411079530000,https://t.co/CuvOw6O4gW,ResearchGate,ResearchGate,@ResearchGate and @wileyinresearch announce commercial agreement to connect researchers with the companies that pro… https://t.co/CuvOw6O4gW,
1272510344406150000,https://t.co/ehPzOyCk5e,ResearchGate,ResearchGate,Abigail and Austin help connect top STEM talent with the research institutes and businesses that drive innovation.… https://t.co/ehPzOyCk5e,
1271386875962540000,https://t.co/IlCx3VAiSA,ResearchGate,ResearchGate,"Want to help in the #FightAgainstCOVID19? 
@moderna_tx is looking for a highly skilled and motivated #scientist to… https://t.co/IlCx3VAiSA",
1270717426162770000,https://t.co/Cv5GodV0vB,ResearchGate,ResearchGate,Embedded or integrated? Read how Lead Product Analytics Manager @EReitmayr found the right balance for our analytic… https://t.co/Cv5GodV0vB,
1269986352575190000,https://t.co/wwGq7l8ZOF,ResearchGate,ResearchGate,41k+ total research items are now available in the COVID-19 research community. Are you a part of it?… https://t.co/wwGq7l8ZOF,
1269913865850170000,https://t.co/7xZZ3pTSyt,ResearchGate,ResearchGate,"Cambridge-based @moderna_tx is looking for #scientists for several vacancies. Take a closer look, and join them in… https://t.co/7xZZ3pTSyt",
1268888218507840000,https://t.co/ZNiMIbku4O,ResearchGate,ResearchGate,"@moderna_tx is currently looking for #scientists for several vacancies. Take a closer look, and join them in the… https://t.co/ZNiMIbku4O",
1268885545054280000,https://t.co/44KxS6yXTk,ResearchGate,ResearchGate,"@moderna_tx is currently looking for #scientists for several vacancies. Take a closer look, and join them in the… https://t.co/44KxS6yXTk",
1268582087176610000,,ResearchGate,ResearchGate,"RT @officialatcc: How scientists share research online is changing, and that’s changing reproducibility. @IjadMadisch founder and CEO of @R…",
1268541510850610000,https://t.co/Gc7FoWdWBl,ResearchGate,ResearchGate,"Learn how @StJudeResearch adapted its #ScientificRecruitment strategy in the time of #COVID19, to hire top #postdoc… https://t.co/Gc7FoWdWBl",
1267804338325520000,https://t.co/1ursawStJ0,ResearchGate,ResearchGate,"While it might not seem like the best time to hire in science, strategic thinking suggests otherwise. Here’s how yo… https://t.co/1ursawStJ0",
1266716205760540000,https://t.co/6CYaxXVKqa,ResearchGate,ResearchGate,"We’re all talking about the things we miss during the #lockdown, but what about all the things we don’t miss? Here’… https://t.co/6CYaxXVKqa",
1265990873201990000,https://t.co/A1WasLVatR,ResearchGate,ResearchGate,Cambridge-based @moderna_tx is at the forefront of #vaccine development to beat #COVID19. They are currently lookin… https://t.co/A1WasLVatR,
1265980943640210000,https://t.co/sGwMrjQEeu,ResearchGate,ResearchGate,"@ChandraS_Misra Please note that if you unsubscribe from all email notifications, you may still receive an email wh… https://t.co/sGwMrjQEeu",
1265980859603130000,https://t.co/nmgMFJLA3o,ResearchGate,ResearchGate,@ChandraS_Misra You can also click the ‘unsubscribe’ link at the bottom of any email you receive from ResearchGate… https://t.co/nmgMFJLA3o,
1265980743076980000,https://t.co/X9FHWVP2NW,ResearchGate,ResearchGate,"@ChandraS_Misra Hi there, thanks for getting in touch.
Please follow these steps to customize your notifications:
1… https://t.co/X9FHWVP2NW",
1265271859567880000,https://t.co/ONJ7TNcLxF,ResearchGate,ResearchGate,"In many sectors, #STEM professionals might now be open to change, due to #Covid_19’s impact on the economy. Organiz… https://t.co/ONJ7TNcLxF",
1264906955367250000,https://t.co/sORLIy0lGT,ResearchGate,ResearchGate,The level of #collaboration and the number of preprints shared in #ResearchGate's #COVID19researchcommunity is what… https://t.co/sORLIy0lGT,
1264134631806330000,https://t.co/VucHdSrHct,ResearchGate,ResearchGate,"OTD 12 years ago, @ResearchGate was set up. Time flies when you have fun! Thank you all for being a part of the… https://t.co/VucHdSrHct",
1263815252321460000,https://t.co/B9ztL1lhtO,ResearchGate,ResearchGate,Want to help in the #FightAgainstCorona? @Pfizer is looking for a Senior Statistical Programmer (Sr. Associate) and… https://t.co/B9ztL1lhtO,
1263114893290540000,https://t.co/O8BFYhKBJk,ResearchGate,ResearchGate,Adam Bonwitt on how @ResearchGate members are helping to curate the flood of new COVID-19 research on the platform:… https://t.co/O8BFYhKBJk,
1262732458535020000,https://t.co/Md9DgcWbmE,ResearchGate,ResearchGate,"As organizations reduce active #hiring, due to #COVID19, now is an opportunity to invest in employer #branding, to… https://t.co/Md9DgcWbmE",
1262365521640650000,,ResearchGate,ResearchGate,"RT @CEPIvaccines: The #COVID19 pandemic is pushing us to make research more open, more efficient and more collaborative 🔬👩‍🔬

✏️@IjadMadisc…",
1260965934866610000,https://t.co/WWfMfy7N6C,ResearchGate,ResearchGate,🤖🐞 https://t.co/WWfMfy7N6C,
1260953900598920000,https://t.co/DPxShGLIt5,ResearchGate,ResearchGate,"@ophiryotam @RGSupport Hi @ophiryotam, thanks for getting in touch. We've been experiencing some technical issues t… https://t.co/DPxShGLIt5",
1260930229746310000,https://t.co/NzFrt3b36d,ResearchGate,ResearchGate,"Max Planck Institute is looking for #PhD students in #physics, #complexsystems, and #neuralnetworks to join their t… https://t.co/NzFrt3b36d",
1260865789911060000,https://t.co/MIvPi4H3ah,ResearchGate,ResearchGate,"@CastellviJ Hi @CastellviJ, thanks for getting in touch. We've been experiencing some technical issues that should… https://t.co/MIvPi4H3ah",
1260572725229350000,https://t.co/NQTzoYpc2j,ResearchGate,ResearchGate,#Surveys are a valuable method for gathering data on #userexperience. But how can we be sure that participants’ fee… https://t.co/NQTzoYpc2j,
1260230425672400000,,ResearchGate,ResearchGate,"RT @DBVentureNet: Our #DBVN late-stage member @ResearchGate recently jumped over the 17m member’s mark, with 1m new members joining in the…",
1259848749813300000,https://t.co/WbKWo6SOiW,ResearchGate,ResearchGate,24k+ total research items are now available in the #COVID19researchcommunity. #Researchers are hard at work and sha… https://t.co/WbKWo6SOiW,
1258743734709170000,https://t.co/xjWRmfYNi1,ResearchGate,ResearchGate,"Max Planck Institute is hiring research assistants in physics, complex systems, and neural networks to join their t… https://t.co/xjWRmfYNi1",
1258402521019800000,,ResearchGate,ResearchGate,@wileyinresearch We’re also happy to be working together to support productivity and collaboration in science.,
1258026351426220000,https://t.co/Aki5UYwnkc,ResearchGate,ResearchGate,We’re delighted to announce a cooperation agreement with @wileyinresearch to explore ways to better support researc… https://t.co/Aki5UYwnkc,
1258003172880250000,https://t.co/BGIf9mpLDf,ResearchGate,ResearchGate,@pfizer is looking for a Clinical Research Physician to join their efforts in combating #COVID19. Read more in the… https://t.co/BGIf9mpLDf,
1257985004895890000,https://t.co/a4ilxzwp7z,ResearchGate,ResearchGate,"@HMA11426025 Hi @HMA11426025, thank you for reaching out. Our team can help with that, please get in touch here: https://t.co/a4ilxzwp7z",
1257658885789410000,https://t.co/PB3O0ofszp,ResearchGate,ResearchGate,"Professionals, including those in #STEM, are looking for work or keeping a watchful eye on the job market. Organiza… https://t.co/PB3O0ofszp",
1257295856954490000,https://t.co/9anYgFkZ8j,ResearchGate,ResearchGate,Want to help in the fight against #COVID19 by joining a team working on the crisis? Make sure your #ResearchGate pr… https://t.co/9anYgFkZ8j,
1256207076101170000,https://t.co/893J7GikkJ,ResearchGate,ResearchGate,"The Max Planck Institute for Dynamics and Self-Organization is looking for #postdocs in #physics, #complexsystems,… https://t.co/893J7GikkJ",
1255851251742520000,https://t.co/BqnSmHqxC3,ResearchGate,ResearchGate,"It's fascinating to see how the #coronavirus is changing the ""old ways"" of doing #science, but in these uncertain t… https://t.co/BqnSmHqxC3",
1255492887363620000,https://t.co/NcB2gJmSAU,ResearchGate,ResearchGate,Research teams at @pfizer are busy working to #CombatCOVID19 and actively hiring #scientists to join their team. Ch… https://t.co/NcB2gJmSAU,
1255110022671080000,https://t.co/KPxhCQKMHM,ResearchGate,ResearchGate,"What a milestone… Huge THANK YOU to all of you!
#ResearchGate #opensicence #milestone #thankyou #growth https://t.co/KPxhCQKMHM",
1254759931925930000,https://t.co/dLsAByMKDT,ResearchGate,ResearchGate,"Connect and collaborate — we can only beat this thing together. 
➡️ https://t.co/dLsAByMKDT

#COVID19 #COVID_19… https://t.co/1PwOFtmvRR",
1253649554139940000,https://t.co/n6IGQt9vGr,ResearchGate,ResearchGate,"Max Planck Institute is calling on all #PhD, #postdocs, and #research assistants in #physics, #complexsystems, and… https://t.co/n6IGQt9vGr",
1253349039392910000,https://t.co/8hvXnHWipb,ResearchGate,ResearchGate,We can't A/B test our way through a crisis: Head of Product Management at #ResearchGate @Joey_DeBruin on product de… https://t.co/8hvXnHWipb,
1252989624248670000,https://t.co/aAxifNezfO,ResearchGate,ResearchGate,The #COVID19 #research #community is a space dedicated to interdisciplinary #collaboration where #researchers can a… https://t.co/aAxifNezfO,
1252561830586740000,https://t.co/QW0ztw4deW,ResearchGate,ResearchGate,"Sign up for #Wednesday's ""Repairing Reproducibility"" webinar with @officialatcc, @IjadMadisch, CEO and co-founder o… https://t.co/QW0ztw4deW",
1252239471799670000,https://t.co/txXn63owU5,ResearchGate,ResearchGate,"If you're working on tackling #COVID19 and need to expand your team, you can publish your #job offer on… https://t.co/txXn63owU5",
1251210696873860000,https://t.co/o1L1tKyxOU,ResearchGate,ResearchGate,"The way that research is validated and shared hasn’t changed much over the past decades, or perhaps the last centur… https://t.co/o1L1tKyxOU",
1251163664951850000,https://t.co/JFhGMjkfAu,ResearchGate,ResearchGate,"In order to help individuals and teams working on #COVIDー19 #connect faster and more efficiently, we introduced the… https://t.co/JFhGMjkfAu",
1251070622794480000,https://t.co/5UvXzdNFrR,ResearchGate,ResearchGate,"RT @timeshighered: ResearchGate chief enthused by lockdown research collaboration, reports @higherbaker 
https://t.co/5UvXzdNFrR",
1250780316614170000,https://t.co/lDpqljibbL,ResearchGate,ResearchGate,Organizations tackling #COVID19 can request to use #ResearchGate’s survey tools to ask questions and get insights f… https://t.co/lDpqljibbL,
1250411890473340000,https://t.co/okdV03lxUC,ResearchGate,ResearchGate,"#Scientists are spending more time writing, reviewing, and reading #research papers as #COVID19 #SocialDistancing m… https://t.co/okdV03lxUC",
1250372123463490000,,ResearchGate,ResearchGate,RT @bweddeling: This CEO has built the Facebook for scientists with funding from Bill Gates &amp; Peter Thiel amongst others. Now he’s out to b…,
1250049136616960000,https://t.co/OOMsB5IjK7,ResearchGate,ResearchGate,"In the race to combat #COVID19, the Infectious Disease Research Institute is #hiring a Senior Clinical Trial Manage… https://t.co/OOMsB5IjK7",
1248170270323610000,,ResearchGate,ResearchGate,RT @join_ada: We proudly present: Eine neue Folge #adaption Videocast - @mmeckel und @leasteinacker haben mit dem @ResearchGate-CEO @IjadMa…,
1247887235485060000,https://t.co/VUQ3hkwSr9,ResearchGate,ResearchGate,Read about how #ResearchGate’s #COVIDー19 research community page can help improve #collaboration between researcher… https://t.co/VUQ3hkwSr9,
1247813981638540000,,ResearchGate,ResearchGate,"RT @siliconallee: ""We have 11,000 COVID-19 researchers on ResearchGate - there are huge potential network effects between these scientists,…",
1247162030382970000,https://t.co/KLFjgIfDoH,ResearchGate,ResearchGate,"Join other experts in the field, collaborate, discuss the latest publications and data, ask questions and get the h… https://t.co/KLFjgIfDoH",
1246437436898580000,https://t.co/34J9bQ4yaH,ResearchGate,ResearchGate,The scale and urgency of the #COVID19 crisis exacerbate existing problems in our infrastructure of scientific… https://t.co/34J9bQ4yaH,
1246095585905680000,https://t.co/GhZdQKB7Hh,ResearchGate,ResearchGate,Have you used the COVID-19 research community ➡️ https://t.co/GhZdQKB7Hh? #Feedback on your experience would help u… https://t.co/u4k0KBCMHF,
1245737361142680000,https://t.co/tCelNADM3S,ResearchGate,ResearchGate,The #COVIDー19 research community is now available — it's a space dedicated to interdisciplinary #collaboration wher… https://t.co/tCelNADM3S,
1245393279409170000,https://t.co/rJFULIiazp,ResearchGate,ResearchGate,"Watch this #webinar where we deep-dive into survey data from 3,000 #researchers to understand how #coronavirus and… https://t.co/rJFULIiazp",
1245354229100950000,https://t.co/QpdFAtU7Jl,ResearchGate,ResearchGate,"We surveyed 3,000 international researchers to understand how #coronavirus is impacting their work, and what they'r… https://t.co/QpdFAtU7Jl",
1245314372764930000,,ResearchGate,ResearchGate,@FPRoth @biorxivpreprint @Addgene @gingraslab1 @Preprints_org 👋,
1244650802855190000,,ResearchGate,ResearchGate,"RT @IjadMadisch: Das letzte Mal, dass ich die Note 1 bekommen habe war an der Uni oder doch Schule? :D Die Note gebührt aber dem 
@Research…",
1244636001072440000,https://t.co/sheYcrFtpT,ResearchGate,ResearchGate,We're launching a new tool to help researchers working on #COVID19 and related areas to identify experts and potent… https://t.co/sheYcrFtpT,
